,m2_idx,walcl_idx,cpi_idx,pwr_idx,inc_idx
2010-01-01,100.0,,100.0,100.0,100.0
2010-01-06,,100.0,,,
2010-01-13,,102.52296779319504,,,
2010-01-20,,100.73824410460502,,,
2010-01-27,,100.51813981453977,,,
2010-02-01,100.58506434528232,,99.90482233502537,100.0952683391553,
2010-02-03,,100.6269840701757,,,
2010-02-10,,100.9562457723871,,,
2010-02-17,,101.89101795549958,,,
2010-02-24,,102.27365047438737,,,
2010-03-01,100.54024086721634,,99.93792760979917,100.06211094394831,
2010-03-03,,102.00612534134059,,,
2010-03-10,,102.11022751267838,,,
2010-03-17,,103.25204088571398,,,
2010-03-24,,103.48252407726197,,,
2010-03-31,,103.21414894797307,,,
2010-04-01,100.90944477865457,,99.96091738394762,100.03909789653316,
2010-04-07,,103.23316202181002,,,
2010-04-14,,104.65444521192644,,,
2010-04-21,,104.57441135523399,,,
2010-04-28,,104.25749696685551,,,
2010-05-01,101.54876912370099,,99.9089604943721,100.09112246306779,
2010-05-05,,104.06477150311547,,,
2010-05-12,,104.50940901103385,,,
2010-05-19,,105.17092977062627,,,
2010-05-26,,104.41716205044148,,,
2010-06-01,101.7740660792432,,99.8671191054219,100.13305770284394,
2010-06-02,,104.51446425184226,,,
2010-06-09,,104.3047835999041,,,
2010-06-16,,104.8768310708521,,,
2010-06-23,,104.88492840347443,,,
2010-06-30,,104.27445215505362,,,
2010-07-01,101.90853651344113,,100.05379607150739,99.9462328531054,
2010-07-07,,104.32661508233332,,,
2010-07-14,,104.7158238879365,,,
2010-07-21,,104.3402597588516,,,
2010-07-28,,104.02602956913243,,,
2010-08-01,102.47944607617632,,100.20001103509159,99.80038821051473,
2010-08-04,,104.07886354607696,,,
2010-08-11,,104.12601596919255,,,
2010-08-18,,103.50547397579926,,,
2010-08-25,,102.93968963505635,,,
2010-09-01,102.84275216155325,102.98357628313643,100.36185904509674,99.63944565341886,
2010-09-08,,103.15384395142675,,,
2010-09-15,,102.71886955868194,,,
2010-09-22,,103.21508841750384,,,
2010-09-29,,102.83572167365156,,,
2010-10-01,103.42899607204782,,100.7113036121533,99.29372018170614,
2010-10-06,,103.25629086692459,,,
2010-10-13,,103.33650367019429,,,
2010-10-20,,103.12812038094148,,,
2010-10-27,,102.6881354840326,,,
2010-11-01,103.67198650577396,,100.9664901052012,99.04276151008699,
2010-11-03,,102.91007397651506,,,
2010-11-10,,103.46547941577522,,,
2010-11-17,,103.55446060133208,,,
2010-11-24,,104.95221231653503,,,
2010-12-01,104.07539780836782,104.99332529266712,101.37202972118003,98.64654015022315,
2010-12-08,,106.57583934892077,,,
2010-12-15,,106.7306281382756,,,
2010-12-22,,108.61703821940998,,,
2010-12-29,,108.28817914699746,,,
2011-01-01,104.37972563313163,,101.70078349150297,98.32765940132106,98.54155200880572
2011-01-05,,108.9813287141257,,,
2011-01-12,,110.41589868760579,,,
2011-01-19,,108.49369929101367,,,
2011-01-26,,109.31519829070228,,,
2011-02-01,105.13818606461656,,102.02769807989407,98.01260038396019,
2011-02-02,,110.4735194854928,,,
2011-02-09,,111.8631291314291,,,
2011-02-16,,112.23833536735943,,,
2011-02-23,,113.32780686653807,,,
2011-03-01,105.8246930181535,,102.55554329434267,97.50813733489953,
2011-03-02,,113.86008346068364,,,
2011-03-09,,115.28973240328833,,,
2011-03-16,,115.55681016989188,,,
2011-03-23,,116.3752670777666,,,
2011-03-30,,117.32287867779954,,,
2011-04-01,106.57489649315262,,103.0369491650114,97.05256299839799,
2011-04-06,,118.49287613675814,,,
2011-04-13,,119.24140966955726,,,
2011-04-20,,120.15287406097784,,,
2011-04-27,,120.38563882138627,,,
2011-05-01,107.43244040246762,,103.36478334436843,96.74474880563685,
2011-05-04,,121.6280649075025,,,
2011-05-11,,122.77963086900037,,,
2011-05-18,,123.38406767043766,,,
2011-05-25,,124.14400904753894,,,
2011-06-01,108.30885735517887,124.75810896414986,103.36478334436843,96.74474880563685,
2011-06-08,,125.76392293844596,,,
2011-06-15,,126.49505391660374,,,
2011-06-22,,127.7858850518766,,,
2011-06-29,,128.18171488083948,,,
2011-07-01,110.22093256425683,,103.63560288383727,96.49193637835799,
2011-07-06,,128.3987770790908,,,
2011-07-13,,128.75537287098308,,,
2011-07-20,,128.45237157898882,,,
2011-07-27,,128.10678100159978,,,
2011-08-01,112.42436038076364,,103.96251747222836,96.18851335214457,
2011-08-03,,128.26957765028828,,,
2011-08-10,,128.50256609391832,,,
2011-08-17,,127.8531242282929,,,
2011-08-24,,127.9214370841729,,,
2011-08-31,,127.67337239140626,,,
2011-09-01,112.66617124927751,,104.18827705436622,95.98008799763456,
2011-09-07,,127.88685565811181,,,
2011-09-14,,128.10517048240416,,,
2011-09-21,,127.84601110184566,,,
2011-09-28,,127.54063876770229,,,
2011-10-01,113.05424820411194,,104.25862576326051,95.91532524807056,
2011-10-05,,127.93342650485124,,,
2011-10-12,,127.98357628313643,,,
2011-10-19,,127.6063568982116,,,
2011-10-26,,127.30639769803122,,,
2011-11-01,113.66880167970086,,104.45128007062459,95.73841501261175,
2011-11-02,,126.24833132316678,,,
2011-11-09,,127.04249623317455,,,
2011-11-16,,126.67520838328925,,,
2011-11-23,,126.24591554437339,,,
2011-11-30,,125.8994302340979,,,
2011-12-01,114.2279155903134,,104.47610902670492,95.71566258697403,
2011-12-07,,126.18825000984206,,,
2011-12-14,,129.8475733054654,,,
2011-12-21,,130.45585745831437,,,
2011-12-28,,130.90367126797966,,,
2012-01-01,115.09725515175107,,104.76072243066285,95.45562275612046,98.12878370941111
2012-01-04,,130.5276150358072,,,
2012-01-11,,129.69819765007355,,,
2012-01-18,,130.60518837706192,,,
2012-01-25,,130.61064624766922,,,
2012-02-01,115.7129881925522,130.85231360029778,104.98464283086884,95.25202668079831,
2012-02-08,,131.00119715260206,,,
2012-02-15,,131.431474197693,,,
2012-02-22,,131.20421204453623,,,
2012-02-29,,130.8869844996475,,,
2012-03-01,116.23317645116009,,105.2044250717281,95.05303596480877,
2012-03-07,,129.05390049854518,,,
2012-03-14,,129.44816454495677,,,
2012-03-21,,129.40727525204625,,,
2012-03-28,,128.75819127957539,,,
2012-04-01,116.86778253535746,,105.37914735525639,94.89543473233647,
2012-04-04,,128.1918700991006,,,
2012-04-11,,128.26890660062344,,,
2012-04-18,,128.63887864916808,,,
2012-04-25,,128.24031988490157,,,
2012-05-01,117.38325253311628,,105.16120429632898,95.09210232911991,
2012-05-02,,128.13827559920261,,,
2012-05-09,,128.13245983544073,,,
2012-05-16,,127.54345717629458,,,
2012-05-23,,127.92421075612086,,,
2012-05-30,,127.17080092909063,,,
2012-06-01,118.21130731212475,,105.07430295004782,95.17074793019552,
2012-06-06,,127.58971486652375,,,
2012-06-13,,128.3526088621503,,,
2012-06-20,,128.4320164058222,,,
2012-06-27,,128.10548363891442,,,
2012-07-01,118.83529730941174,,105.10464945192379,95.14326960934423,
2012-07-04,,128.20887002394306,,,
2012-07-11,,128.22770415120272,,,
2012-07-18,,127.75922201186059,,,
2012-07-25,,127.35435538074462,,,
2012-08-01,119.67396817533056,127.54945188663376,105.71525785330684,94.59372471924775,
2012-08-08,,127.77595351683708,,,
2012-08-15,,126.75309488105422,,,
2012-08-22,,126.4105911321234,,,
2012-08-29,,125.83550156936147,,,
2012-09-01,120.6235181712021,,106.21965349812403,94.14453606908643,
2012-09-05,,126.25437077015027,,,
2012-09-12,,126.31158893823837,,,
2012-09-19,,126.22775246677858,,,
2012-09-26,,125.4619953259154,,,
2012-10-01,121.4055699069323,,106.50610608401382,93.89133043801104,
2012-10-03,,125.64340241864194,,,
2012-10-10,,125.78257811912832,,,
2012-10-17,,127.36164745376914,,,
2012-10-24,,127.0951960001861,,,
2012-10-31,,126.29767584185416,,,
2012-11-01,122.22536772945492,,106.32724564113883,94.04927156441757,
2012-11-07,,126.64009011749633,,,
2012-11-14,,128.71824145619567,,,
2012-11-21,,128.4461084487837,,,
2012-11-28,,127.5603676278484,,,
2012-12-01,123.66679641884002,,106.31437136761568,94.06066058013762,
2012-12-05,,127.9381685891494,,,
2012-12-12,,130.508423015393,,,
2012-12-19,,130.64133558567426,,,
2012-12-26,,130.0628460379438,,,
2013-01-01,123.94989206978306,,106.52495769881556,93.87471458354017,99.42212438084755
2013-01-02,,130.50524671364613,,,
2013-01-09,,131.02146285248003,,,
2013-01-16,,132.59100328188023,,,
2013-01-23,,134.73321749524897,,,
2013-01-30,,134.59932071879263,,,
2013-02-01,124.17872772096203,,107.1033804163908,93.3677346235248,
2013-02-06,,134.87986421533716,,,
2013-02-13,,137.53051039142775,,,
2013-02-20,,138.46662467386986,,,
2013-02-27,,138.26307294220385,,,
2013-03-01,124.84282293546596,,106.80221437504598,93.63101747014404,
2013-03-06,,139.07750355208955,,,
2013-03-13,,141.60919499092742,,,
2013-03-20,,143.4654078371443,,,
2013-03-27,,143.25818770064384,,,
2013-04-01,125.16720336883822,,106.57921356580593,93.82692614658517,
2013-04-03,,143.84763772623322,,,
2013-04-10,,144.399240550726,,,
2013-04-17,,147.41211933589346,,,
2013-04-24,,148.46521994323814,,,
2013-05-01,125.57769206270568,148.40012812574935,106.62335393217097,93.78808329703786,
2013-05-08,,148.73211876326442,,,
2013-05-15,,150.05873921399507,,,
2013-05-22,,152.0470146342511,,,
2013-05-29,,151.43926732113394,,,
2013-06-01,126.25240336411996,,106.87716103876994,93.56535954741983,
2013-06-05,,152.11277750140474,,,
2013-06-12,,152.5896253932351,,,
2013-06-19,,155.25986621953882,,,
2013-06-26,,155.62411197761023,,,
2013-07-01,126.71833162296376,,107.08636798352093,93.38256762559038,
2013-07-03,,156.2535565632236,,,
2013-07-10,,156.7614516862136,,,
2013-07-17,,158.27202921839714,,,
2013-07-24,,159.9144456413982,,,
2013-07-31,,159.79021198011546,,,
2013-08-01,127.40719770692523,,107.34201427205178,93.16016722637242,
2013-08-07,,160.3969303504132,,,
2013-08-14,,163.12425513487204,,,
2013-08-21,,163.094952632841,,,
2013-08-28,,163.04073181992248,,,
2013-09-01,128.12437335598096,,107.38247627455308,93.12506422772582,
2013-09-04,,163.47584042260024,,,
2013-09-11,,163.8271572904625,,,
2013-09-18,,166.51837960295333,,,
2013-09-25,,167.0474351587077,,,
2013-10-01,129.59057291482355,,107.43995070992423,93.07524746543187,
2013-10-02,,167.64551935665125,,,
2013-10-09,,168.14996975802842,,,
2013-10-16,,170.60762205051304,,,
2013-10-23,,171.74545386220396,,,
2013-10-30,,171.94063984138174,,,
2013-11-01,129.700272479564,,107.63812256308394,92.90388722768049,
2013-11-06,,172.30868821422052,,,
2013-11-13,,174.80503770404383,,,
2013-11-20,,174.76906944200877,,,
2013-11-27,,175.63051826507714,,,
2013-12-01,130.4610920414735,,107.92273596704185,92.65888147103558,
2013-12-04,,175.93249061425203,,,
2013-12-11,,178.67614427388847,,,
2013-12-18,,179.3072441153418,,,
2013-12-25,,180.403873477612,,,
2014-01-01,131.29504464654326,180.0041515605931,108.18435959685134,92.43480330488592,101.84369840396256
2014-01-08,,180.2074796090375,,,
2014-01-15,,182.1464999838948,,,
2014-01-22,,183.32692108098047,,,
2014-01-29,,183.51588866659748,,,
2014-02-01,132.0735576866367,,108.30344662694034,92.3331649309904,
2014-02-05,,183.83562146356826,,,
2014-02-12,,184.2914431325672,,,
2014-02-19,,185.62235830115276,,,
2014-02-26,,186.10318775432782,,,
2014-03-01,132.49584203262677,,108.5246082542485,92.14499974579287,
2014-03-05,,186.6306327908866,,,
2014-03-12,,187.06005983973543,,,
2014-03-19,,188.88173599653558,,,
2014-03-26,,189.10049818727117,,,
2014-04-01,133.02782594335727,,108.72691826675494,91.9735439890387,
2014-04-02,,189.52415420900243,,,
2014-04-09,,189.87072899256657,,,
2014-04-16,,191.65030796705952,,,
2014-04-23,,192.20378973061383,,,
2014-04-30,,192.1908161037604,,,
2014-05-01,133.79572289654033,,108.93382623409107,91.79885023510245,
2014-05-07,,192.5081778585821,,,
2014-05-14,,194.00712386324187,,,
2014-05-21,,193.60051250299733,,,
2014-05-28,,193.38103452595263,,,
2014-06-01,134.44802245892163,,109.07774222026043,91.67773183100016,
2014-06-04,,193.75069341798698,,,
2014-06-11,,194.19747828483284,,,
2014-06-18,,195.41717815563342,,,
2014-06-25,,195.42523075161142,,,
2014-07-01,135.09560376045388,,109.20050761421321,91.57466589192329,
2014-07-02,,195.8136790342611,,,
2014-07-09,,196.09865145859357,,,
2014-07-16,,196.76075379456216,,,
2014-07-23,,197.32197499758422,,,
2014-07-30,,197.13815212606428,,,
2014-08-01,135.38223810703374,,109.18303538586038,91.58932030657795,
2014-08-06,,197.29356722843963,,,
2014-08-13,,198.26936291439554,,,
2014-08-20,,197.419411408918,,,
2014-08-27,,197.4557375641076,,,
2014-09-01,135.87529636575957,,109.19085190907086,91.58276380449475,
2014-09-03,,197.53854509274802,,,
2014-09-10,,197.79895709934755,,,
2014-09-17,,199.05963573634727,,,
2014-09-24,,199.48293386492398,,,
2014-10-01,136.74817462283403,199.0896987613318,109.1692415213713,91.60089289474791,
2014-10-08,,199.3197793230809,,,
2014-10-15,,200.16785188949692,,,
2014-10-22,,200.49246098069884,,,
2014-10-29,,200.7223178592263,,,
2014-11-01,137.23297592507402,,108.96371294048409,91.77367152918141,
2014-11-05,,200.71475736633585,,,
2014-11-12,,200.81809901472013,,,
2014-11-19,,200.99096140838114,,,
2014-11-26,,200.68549960094916,,,
2014-12-01,138.21673331210116,,108.62760244243361,92.05763337453227,
2014-12-03,,200.69708639182858,,,
2014-12-10,,200.81675691539047,,,
2014-12-17,,201.4154226897102,,,
2014-12-24,,201.73819757849492,,,
2014-12-31,,201.21021570220427,,,
2015-01-01,139.25003243804332,,107.935610240565,92.6478293652315,107.18216840946614
2015-01-07,,201.29360480722087,,,
2015-01-14,,202.03413048068631,,,
2015-01-21,,201.89361268087026,,,
2015-01-28,,201.31776259515485,,,
2015-02-01,140.63720112766433,,108.20918855293166,92.41359383365484,
2015-02-04,,201.33046780214238,,,
2015-02-11,,201.39028069560112,,,
2015-02-18,,201.1740237569476,,,
2015-02-25,,200.72102049654097,,,
2015-03-01,140.61007112778228,,108.50069888913411,92.16530494626572,
2015-03-04,,200.75940453736942,,,
2015-03-11,,200.8352778861399,,,
2015-03-18,,201.13094236846533,,,
2015-03-25,,200.44714276000045,,,
2015-04-01,141.0123028651639,200.50064778660976,108.61380857794454,92.06932461836746,
2015-04-08,,200.57312115041177,,,
2015-04-15,,200.66022339690707,,,
2015-04-22,,200.8538883301779,,,
2015-04-29,,200.03986035009106,,,
2015-05-01,141.34258112459744,,108.97198925917752,91.76670140632318,
2015-05-06,,200.09372326985502,,,
2015-05-13,,201.36804658337303,,,
2015-05-20,,200.43734543489387,,,
2015-05-27,,199.70353025807674,,,
2015-06-01,141.82148460077616,,109.2736150960053,91.51339956323609,
2015-06-03,,199.7652220905971,,,
2015-06-10,,199.88355051482932,,,
2015-06-17,,200.7698729121408,,,
2015-06-24,,201.0936767437449,,,
2015-07-01,142.33813416374724,200.38124568291386,109.44695799308468,91.36845996790375,
2015-07-08,,200.47783209800545,,,
2015-07-15,,201.02880860947772,,,
2015-07-22,,201.3374019820123,,,
2015-07-29,,200.66532337435982,,,
2015-08-01,142.86893850926546,,109.4464981976017,91.36884381577345,
2015-08-05,,200.70330478538935,,,
2015-08-12,,200.8339805234545,,,
2015-08-19,,200.7426282957486,,,
2015-08-26,,200.20118068951695,,,
2015-09-01,143.59908937565612,,109.20050761421321,91.57466589192329,
2015-09-02,,200.2361200087326,,,
2015-09-09,,200.34022218007036,,,
2015-09-16,,200.76951501898623,,,
2015-09-23,,201.20234205280357,,,
2015-09-30,,200.6040789082827,,,
2015-10-01,144.20420632954693,,109.30855955271095,91.48414397664608,
2015-10-07,,200.69686270860697,,,
2015-10-14,,201.52534062480987,,,
2015-10-21,,201.37627812592828,,,
2015-10-28,,200.8379620847992,,,
2015-11-01,145.28704719440412,,109.43914146987419,91.37498582034057,
2015-11-04,,200.85420148668817,,,
2015-11-11,,200.95754313507243,,,
2015-11-18,,200.72084154996367,,,
2015-11-25,,200.2898934552079,,,
2015-12-01,146.12335892989842,,109.3214338262341,91.47337031725135,
2015-12-02,,200.33378010328798,,,
2015-12-09,,200.43967174039864,,,
2015-12-16,,200.84932519245706,,,
2015-12-23,,201.15935013760992,,,
2015-12-30,,200.71484683962447,,,
2016-01-01,147.6638710971136,,109.27131611859045,91.51532492888762,109.24600990643918
2016-01-06,,200.71569683586662,,,
2016-01-13,,201.39072806204433,,,
2016-01-20,,200.81563849928244,,,
2016-01-27,,200.52525294098703,,,
2016-02-01,148.67121978838597,,109.1260207459722,91.63717261603801,
2016-02-03,,200.57652113538023,,,
2016-02-10,,200.70102321652894,,,
2016-02-17,,200.58251584571943,,,
2016-02-24,,200.85840673125443,,,
2016-03-01,149.3541880462861,,109.46810858530127,91.3508064516129,
2016-03-02,,200.352390547326,,,
2016-03-09,,200.4686163492751,,,
2016-03-16,,200.70348373196666,,,
2016-03-23,,200.9953455995247,,,
2016-03-30,,200.5472186333492,,,
2016-04-01,150.31435412906802,,109.88744206576915,91.00220927897168,
2016-04-06,,200.60219996922118,,,
2016-04-13,,201.3027758193069,,,
2016-04-20,,200.8733935071024,,,
2016-04-27,,200.18149656601517,,,
2016-05-01,151.0079384738785,,110.14722651364673,90.78757873908924,
2016-05-04,,200.29803552447453,,,
2016-05-11,,200.34908003564618,,,
2016-05-18,,200.14015990666144,,,
2016-05-25,,199.57513608887203,,,
2016-06-01,151.6036189060712,199.58775182257088,110.45299050982122,90.53625396508231,
2016-06-08,,199.68389087121932,,,
2016-06-15,,200.09882324730776,,,
2016-06-22,,200.51004248191745,,,
2016-06-29,,199.8154166055266,,,
2016-07-01,152.30428064215528,,110.39735525638197,90.5818801254472,
2016-07-06,,199.99986579006702,,,
2016-07-13,,200.0713102110496,,,
2016-07-20,,200.46369531839963,,,
2016-07-27,,199.72665910319134,,,
2016-08-01,153.22198237729572,,110.60150445082027,90.41468332328671,
2016-08-03,,199.82932970191078,,,
2016-08-10,,199.92488717418303,,,
2016-08-17,,199.81514818566066,,,
2016-08-24,,200.14458883444934,,,
2016-08-31,,199.4317998804637,,,
2016-09-01,153.99105889569103,,110.89163540057383,90.17812717683351,
2016-09-07,,199.4983232705708,,,
2016-09-14,,200.49331097694093,,,
2016-09-21,,200.108441625837,,,
2016-09-28,,199.16762999574107,,,
2016-10-01,154.79198367481743,,111.15141984845141,89.96736176320938,
2016-10-05,,199.498904846947,,,
2016-10-12,,199.42244992180034,,,
2016-10-19,,199.85567958541657,,,
2016-10-26,,199.27159795714587,,,
2016-11-01,155.80523019215119,,111.28246156109762,89.86141984745441,
2016-11-02,,199.21616925483065,,,
2016-11-09,,199.30564254347507,,,
2016-11-16,,199.24059546263058,,,
2016-11-23,,199.78410095450104,,,
2016-11-30,,198.91285480632612,,,
2016-12-01,156.114276277764,,111.56339660119178,89.63513396555349,
2016-12-07,,199.01624119135474,,,
2016-12-14,,200.0163288751776,,,
2016-12-21,,199.93204503727458,,,
2016-12-28,,199.14298010471953,,,
2017-01-01,157.06736496927232,,112.01445596998454,89.27419156219985,110.34672537149146
2017-01-04,,199.21679556785116,,,
2017-01-11,,199.19031147441243,,,
2017-01-18,,199.5593440534263,,,
2017-01-25,,199.20502983039444,,,
2017-02-01,158.00040105217215,199.2516901504225,112.19285661737659,89.13223445325114,
2017-02-08,,199.35704494780128,,,
2017-02-15,,199.28725578265863,,,
2017-02-22,,199.9147319559219,,,
2017-03-01,158.81194191820893,199.43676564798346,112.1404399323181,89.17389664277631,
2017-03-08,,199.51827581393852,,,
2017-03-15,,199.9538765197038,,,
2017-03-22,,200.3412511228898,,,
2017-03-29,,199.955710722121,,,
2017-04-01,159.4972693065336,,112.27883837269184,89.06397808290983,
2017-04-05,,200.1801097300412,,,
2017-04-12,,200.62112356976945,,,
2017-04-19,,200.38750881311893,,,
2017-04-26,,199.97915272374584,,,
2017-05-01,160.05402408672163,,112.19193702641064,89.13296503336012,
2017-05-03,,200.02854197907757,,,
2017-05-10,,200.1275441729626,,,
2017-05-17,,199.84342174487227,,,
2017-05-24,,200.0109157412146,,,
2017-05-31,,199.52158632561836,,,
2017-06-01,160.1908536513441,,112.26504450820276,89.07492126161621,
2017-06-07,,199.6347252991092,,,
2017-06-14,,200.25325414350797,,,
2017-06-21,,200.1632440151317,,,
2017-06-28,,199.67516722557647,,,
2017-07-01,160.9292614742206,,112.3018281468403,89.04574542566215,
2017-07-05,,199.85075855454113,,,
2017-07-12,,199.82525866727747,,,
2017-07-19,,200.28161717600827,,,
2017-07-26,,199.7618221056286,,,
2017-08-01,161.57330408011606,,112.73403590083132,88.70435552220178,
2017-08-02,,199.83170074405987,,,
2017-08-09,,199.93177661740864,,,
2017-08-16,,199.6538725828791,,,
2017-08-23,,199.69708818129433,,,
2017-08-30,,199.18364571440844,,,
2017-09-01,162.1324179907286,,113.30969984550872,88.25369772962445,
2017-09-06,,199.23348233618336,,,
2017-09-13,,200.02532094068636,,,
2017-09-20,,199.46172869551523,,,
2017-09-27,,199.33132137731602,,,
2017-10-01,162.78117885747312,,113.39752078275582,88.18534947653534,
2017-10-04,,199.54431254093404,,,
2017-10-11,,199.49926274010156,,,
2017-10-18,,199.96040806977484,,,
2017-10-25,,199.57540450873796,,,
2017-11-01,163.29311015959516,199.34143185893282,113.70006621054954,87.95069636531277,
2017-11-08,,199.4606550160515,,,
2017-11-15,,199.00152283537273,,,
2017-11-22,,199.10558027006618,,,
2017-11-29,,198.5677115953803,,,
2017-12-01,163.74370407067954,,113.9396196571765,87.76578357983091,
2017-12-06,,198.50311188097905,,,
2017-12-13,,199.20001932623035,,,
2017-12-20,,198.96488352367285,,,
2017-12-27,,199.01901486330271,,,
2018-01-01,163.9631032001604,,114.424244096226,87.39406651959543,114.08915795266923
2018-01-03,,198.79703163417594,,,
2018-01-10,,198.9018943284672,,,
2018-01-17,,198.5924509596905,,,
2018-01-24,,198.68961895115834,,,
2018-01-31,,197.7012970047922,,,
2018-02-01,164.54109015416915,,114.73230706981535,87.15940832528483,
